#page	num	CH	OJ	OC	LH	EMC	LMC	GO	KN	NOM	SV	SK	LH
13	1	阿	 a	 *ʔâ	 *ʔa	 ʔa		 a	 a	 a	 a	 a
89	183	壹	 iti, i	 *ʔit	 *ʔit	 ʔjit		 iti	 itu	 nhất	 nhất	 il
90	184	加	 ka	 *krâi	 kai	 kaɨ		 ka	 ka	 gia	 gia	 ka
91	185	居	 ka	 *kaʔ or *kah	 kɨɑ(h)	 kɨə		 ko	 kio	 cư	 cư	 ke, kuy
92	186	迦	 ka	---	 ka	 kɨa, kaɨ		 kia	 ka, kia	 ca, già, dà	 ca, dà	 ka
93	187	奇	 ka	 *kai	 kɨɑi	 kiə		 ki	 ki	 cả, cơ, kÿ	 cơ, kÿ	 kuy
93	188	可	 ka	 *khaiʔ	 khɑiʔ	 kha		 ka	 ka	 khả, khá	 khả	 ka
94	189	訶	 ka	 *haj	 hɑi	 xa			 ka	 kha, ha	 kha, ha, GO: ka	 ka, ha
95	190	哥	 ka	 *kâi	 kɑi	 ka		 ka	 ka	 ca, kha	 ca	 ka
96	191	介	 ka	 *krê(t)s	 kɛs	 kəɨj > kɛ:j		 kai, ke	 kai	 giới	 giơi, giới	 kay, kal
97	192	歌	 ka	 *kâi	 kɑi	 ka		 ka	 ka	 ca, cà	 ca	 ka
97	193	哿	 ka	 *kâiʔ	 kɑiʔ	 ka		 ka	 ka	 cả	 cả	 ka
97	194	珂	 ka	---	 khɑi	 kha		 ka	 ka	 kha	 kha	 ka
97	195	箇	 ka	 kâih	 kaih	 ka		 ka	 ka	 cá, có	 cá	 ka, ki
98	196	嘉	 ka	 *krâi	 kai	 kaɨ		 ke	 ka	 gia	 gia	 ka
98	197	架	 ka	 *kak	 kah	 kaɨ		 ka	 ka	 giá, gá, dứa	 dá, giá	 ka
99	198	伽	 ka	---	 ɡa	 ɡɨa	 kɦia	 ga, gaa	 kia	 già, nhà	 già	 ka
99	199	迦	 ka	 *ɡâih	 ɡɑih	 ɣa	 xɦa	 ga	 ka	 hạ	 hạ	 ha
100	200	河	 ka	 *ɡâi	 ɡɑi	 ɣa	 xɦa	 ga	 ka	 hà	 hà	 ha
102	201	舸	 ka	 *khâi	 khɑi	 ka	 ka	 ka	 ka	---	 cả, ca, khả	 ka, ki
102	202	柯	 ka	 *kâi	 kɑi	 ka	 ka	 ka	 ka	---	 kha	 ka
102	203	軻	 ka	 *khâi	 khɑi(h/ʔ)	 kha	 kha	 ka	 ka	---	 kha	 ka
103	204	香	 ka	 *haŋ	 hɨɑŋ	 xɨaŋ		 kau	 kiyau	 hương	 hương	 hyang
103	205	髪	 ka	 *pat	 puɑt	 puat		 foti	 fatu	---	 phát	 pal
103	206	蚊	 ka	 *mən	 mun	 mun		 mon	 bun	---	 văn	 mwun
104	207	鹿	 ka	 *rok	 lok	 ləwk		 roku	 roku	---	 lộc	 lwok
104	208	芳	 ka, kagu	 *phaŋ	 phuɑŋ	 phuaŋ		 fau	 fau	---	 phương	 pang
105	209	歟	 ka	 *la	 jɑ	 jɨa		 yo	 yo	---	 dư, rư	 ye
105	210	香	 kago, kagu	 *haŋ	 hɨɑŋ	 xɨaŋ		 kau	 kiyau	 hương	 hương	 hyang
105	211	各	 kaku	 *kâk	 kɑk	 kak		 kaku	 kaku	 các, cắc, gác	 các	 kak
106	212	覺	 kaku	 *krûk	 kɔk	 kaɨwk > kœ:wk		 kaku, keu	 kaku	 giác	 giác, rác	 kak, kwo
106	213	甘	 kamu	 *kam	 kɑm	 kam		 kamu	 kamu	 cam	 cam	 kam
107	214	含	 kamu	 *ɡ̂m	 ɡəm	 ɣəm > ɣam		 gamu, gomu	 kamu	 hàm	 ham, hàm	 ham
107	215	敢	 kamu	 *kâmʔ	 kɑmʔ	 kam		 kamu	 kamu	 cám, cảm, dám	 cảm	 kam
107	216	干	 kan, kani	 *kân	 kɑn	 kan		 kamu	 kan	 can, càn, cơn	 can	 kan
108	217	閑	 kana	 *ɡrên	 ɡɛn	 ɣəɨn > ɣɛ:n		 gemu	 kan	 nhàn	 nhàn	 han
108	218	漢	 kani	 *hâns	 hɑnh	 xan		 kamu	 kan	 hán	 hán	 han
108	219	甲	 kapa, kapu	 *krâp	 kap	 kaɨp > kɛ:p		 kafu	 kafu	 giáp, nháp, ráp	 giáp	 kap
109	220	合	 kapi	 *ɡə̂p	 ɡəp	 ɣap	 xɦap	 gafu	 kafu	 hợp, hạp, hấp	 hợp, hiệp	 hap
109	221	韓	 kara	 *ɡân	 ɡan	 ɣan	 xɦan	 gamu	 kan	 hàn	 hàn	 han
109	222	葛	 katu	 *kât	 kɑt	 kat		 kati	 katu	 cát	 cát	 kal
109	223	考	 kawa	 *khûʔ	 khouʔ	 khâuʔ		 kau	 kau	 kha	 kha	 ka
109	224	南	 ke	 *ka	 kɨɑ(h)	 kɨə		 ko	 kio	 cư	 cư	 ke, kuy
110	225	既	 ke	 *kəts	 kɨs > kɨj	 kɨj		 ke	 ki	---	 ký, kí	 kuy
110	226	希	 ke	 *həi	 hɨi	 xɨj		 ke	 ki	 hơi	 hi, hy	 huy
111	227	擧	 ke	 *kaʔ	 kɨɑʔ	 kɨə		 ko	 kio	 cử, cỡ	 cử	 ke
111	228	氣	 ke	 *kə(t)s	 kɨs > kɨj	 khɨj		 ke	 ki	 khí	 khí	 kuy
112	229	戒	 ke	 *kr̂h	 kɛh	 kəɨj	 kja:j	 kai	 kai	 giới, giái	 giới, giái	 kyey
113	230	開	 ke	 *khə̂i	 khəi	 khəj	 khaj	 kai	 kai	 khai, khơi	 khai	 koy
113	231	該	 ke	 *kə̂	 kə	 kəj	 kaj	 kai	 kai	 cai, cơi	 cai	 koy, hoy
113	232	慨	 ke	 *khə̂s	 khəh	 khəj	 khaj	 kai	 kai	 khới, khái	 khái	 kay
114	233	概	 ke	 *kə̂s	 kəh	 kəj	 kaj	 kai	 kai	 khái	 cái	 kay
